"ndvi","evi","doy","site","veg"
0.545663177967072,0.171064361929893,219.463229166667,"Forest4","f"
0.55206286907196,0.166016772389412,219.463229166667,"Forest5","f"
0.535752415657043,0.154068067669868,219.463229166667,"Forest6","f"
0.550702035427094,0.162617862224579,219.463229166667,"Forest7","f"
0.540123462677002,0.159414574503899,219.463229166667,"Forest8","f"
0.58675080537796,0.173755988478661,219.463229166667,"Forest9","f"
0.580321311950684,0.177523881196976,219.463229166667,"Forest10","f"
0.551578938961029,0.160490050911903,219.463229166667,"Forest11","f"
0.550635874271393,0.172541037201881,219.463229166667,"Forest12","f"
0.58466762304306,0.182620033621788,219.463229166667,"Forest13","f"
0.661002576351166,0.231941089034081,219.463229166667,"Forest14","f"
0.638262331485748,0.22685432434082,219.463229166667,"Forest15","f"
0.691489338874817,0.291349172592163,219.463229166667,"FP1","fp"
0.699935615062714,0.302305519580841,219.463229166667,"FP2","fp"
0.68530148267746,0.295800238847733,219.463229166667,"FP3","fp"
0.704939067363739,0.308655858039856,219.463229166667,"FP4","fp"
0.696371972560883,0.287747800350189,219.463229166667,"FP5","fp"
0.592657327651978,0.195158451795578,219.463229166667,"FP6","fp"
0.686813175678253,0.286172151565552,219.463229166667,"FP7","fp"
0.658317267894745,0.275182574987411,219.463229166667,"FP8","fp"
0.748274743556976,0.329942613840103,219.463229166667,"FP9","fp"
0.727214395999908,0.32304972410202,219.463229166667,"FP10","fp"
0.50575053691864,0.187055543065071,221.472152777778,"ForestShrub2","fs"
0.498939722776413,0.182525441050529,221.472152777778,"ForestShrub1","fs"
0.538858592510223,0.207583025097847,221.472152777778,"Shrub1","s"
0.480047643184662,0.17332960665226,221.472152777778,"Shrub2","s"
0.50632518529892,0.185122519731522,221.472152777778,"Shrub3","s"
0.535928130149841,0.199866011738777,221.472152777778,"Shrub4","s"
0.51313704252243,0.18408739566803,221.472152777778,"Shrub5","s"
0.486022859811783,0.170374825596809,221.472152777778,"Shrub6","s"
0.503546118736267,0.187178701162338,221.472152777778,"Shrub7","s"
0.517424702644348,0.194183364510536,221.472152777778,"Shrub8","s"
0.532482922077179,0.199170038104057,221.472152777778,"Shrub9","s"
0.513133764266968,0.189496487379074,221.472152777778,"Shrub10","s"
0.461700201034546,0.163761511445045,221.472152777778,"Shrub11","s"
0.497619032859802,0.181719377636909,221.472152777778,"Shrub13","s"
0.518170416355133,0.18935751914978,221.472152777778,"Shrub14","s"
0.535262227058411,0.200968638062477,221.472152777778,"Shrub15","s"
0.404006689786911,0.116326577961445,221.472152777778,"Forest1","f"
0.423017114400864,0.128836676478386,221.472152777778,"Forest2","f"
0.422813385725021,0.125397473573685,221.472152777778,"Forest3","f"
0.412345677614212,0.12091226875782,221.472152777778,"Forest4","f"
0.39790153503418,0.11977357417345,221.472152777778,"Forest5","f"
0.397435903549194,0.115099012851715,221.472152777778,"Forest6","f"
0.394824713468552,0.113587245345116,221.472152777778,"Forest7","f"
0.403010040521622,0.115784667432308,221.472152777778,"Forest8","f"
0.430848956108093,0.130514577031136,221.472152777778,"Forest9","f"
0.420833319425583,0.122930869460106,221.472152777778,"Forest10","f"
0.377555280923843,0.107843369245529,221.472152777778,"Forest11","f"
0.454762846231461,0.139629945158958,221.472152777778,"Forest12","f"
0.431629002094269,0.129424065351486,221.472152777778,"Forest13","f"
0.505711317062378,0.172417864203453,221.472152777778,"Forest14","f"
0.473800748586655,0.153405010700226,221.472152777778,"Forest15","f"
0.537995755672455,0.199883013963699,221.472152777778,"FP1","fp"
0.548773527145386,0.209371671080589,221.472152777778,"FP2","fp"
0.54584401845932,0.208980366587639,221.472152777778,"FP3","fp"
0.555944085121155,0.212216928601265,221.472152777778,"FP4","fp"
